# 데이터 출처: 환경부 무공해차 통합누리집(ev.or.kr)
시도,지역구분,차종구분,공고파일,접수방법,민간공고대수_전체,민간공고대수_우선순위,민간공고대수_법인기관,민간공고대수_택시,민간공고대수_일반,접수대수_전체,접수대수_우선순위,접수대수_법인기관,접수대수_택시,접수대수_일반,출고대수_전체,출고대수_우선순위,출고대수_법인기관,출고대수_택시,출고대수_일반,출고잔여대수_전체,출고잔여대수_우선순위,출고잔여대수_법인기관,출고잔여대수_택시,출고잔여대수_일반,비고
대전,대전광역시,전기화물,본공고 1 본공고 2,*일반: 출고등록순 *우선: 출고등록순,161,16,0,8,137,225,152,17,14,42,183,126,14,10,33,0,0,0,0,104,"<2026년 전기자동차 보급사업 시행> - 접수기간: 2026. 1. 28.(공고일) 09:00 ~ 예산소진시까지 - 보급대수 : 상반기 161대(70%), 하반기 68대(30%) * 차종별 차등지원에 따라 변동될 수있음 - 지원대상: 신청일 기준 30일간 연속하여 대전시에 주소를 둔 개인, 법인 등 * 대상자 선정은 자동차 출고 등록 순 * 지원신청서의 빠른 승인을 위해 독촉 전화문의는 자제 부탁드립니다. * 자세한 사항은 공고문 참고하여 주시기 바랍니다. ★경유화물차 보유 여부 확인 시점은 보조금 지급신청일 기준입니다. ★차종별 보조금액, 전환지원금 본공고2 첨부파일 참고"
울산,울산광역시,전기화물,본공고 1 본공고 2 본공고 3,*일반: 출고등록순 *우선: 출고등록순,350,0,0,0,350,193,119,16,17,41,164,104,12,12,36,186,0,0,0,314,"★ 우리시 보조금액 비율 : 국비의 30% ★ 폐차미이행자에 대하여 국비기준액 달라짐(국비금액에서 50만원 차감됨) , 그에 따른 지방비도 국비기준액에 따라 비율로 산정됨 예시) 국비 금액 1,000만원, 지방비 300만원인 경우 경유화물차 보유자가 폐차 미이행시 ===> 국비금액 950만원, 지방비 285만원임, 또한 추가보조금 계산도 국비기준액950만원을 기준(국 시비 분담)으로 계산됨. 참고하여 주세요. 대상자 선정이 되지 않고 차량 출고시 보조금 미지급 ★ 누락된 서류가 없는지 필히 확인하여 주시기 바랍니다. (보완요청시 검토 순서가 후순위로 밀릴 수 있음) ★ 지급 신청 시 별지 제2호 서식 지급신청서를 첨부하여 주시기 바랍니다. <2026년 상반기 전기자동차(화물) 보급사업 안내> ○ 접수기간 : 2026. 1. 26.(월) 09:00 ~ 6. 30.(화) 예산소진시 조기마감 ○ 보급대수 : 350대 * 예산 범위 내에서 변동 될 수 있음 (총 보급대수 500대 / 상반기 350대, 하반기 150대) * 기타 자세한 내용 공고문 참조 * 지원(지급)신청서 등 모든파일은 1개의 PDF파일로 저장하여 업로드 * (전환지원금)지급 신청 전까지 서류 첨부하시면 됩니다. 대리점에서는 전환지원금 Y로 선택해주세요(매도, 폐차 모두) -전환지원금은 ""개인만""가능합니다. (개인사업자, 법인 불가) ※ 본공고1 : 공고문, 본공고2 : 차종별 국시비 보조금, 본공고3 : 별지서식 ※ 빠른 처리를 위해 가능한 전화문의 자제 부탁드립니다."
세종,세종특별자치시,전기화물,본공고 1 본공고 2,*일반: 출고등록순 *우선: 출고등록순,34,6,0,2,26,61,29,8,2,22,39,20,5,1,13,0,0,0,1,13,"ㅇ 보급대수: 60대(상반기 42대, 하반기 18대) ㅇ 상반기 공고일 : 2026. 2.2.(월) 10:30 ㅇ 상반기 신청기간: 2.2.(월) 14:00 ~ 예산소진시까지 ㅇ 지원대상 : 신청일 기준 60일 이상 세종시에 주소를 둔 만 18세 이상 시민 - (개인사업자) 사업장과 신청대상자의 주소 모두 세종시에 주소를 둔 자 - (법인) 세종시 내 사업장(본사, 지사, 공장, 자동차 대여사업소 등)이 위치한 법인, 기업, 단체 및 비영리 법인 ㅇ 공통 구비서류: 구매신청서('25년 서식 사용가능), 차량 계약서, 지방세 완납증명서 ㅇ 대상자별 구비서류 - (개인) 주민등록초본(공동명의 시 공동명의자 등·초본 제출) - (개인사업자) 사업자등록증, 대표자의 주민등록초본 * 농업인 : 농업인 확인서, 농업경영체 확인서 / 택배용 : 화물차 운송사업 허가증 또는 운송계약서 - (법인·기관) 사업자등록증 또는 법인등기부등본 - (외국인) 국내거소사실확인서 또는 외국인등록증 ---------------------------------------------------------------------------------------------- ※ 모든 서류는 신청일 기준 30일 이내 발급분에 한해 인정되며, 신청서 및 첨부서류 일체를 하나의 PDF 파일로 제출 ※ 추가보조금, 전환지원금 등 신청 요건은 세종시 콜센터(044-120)로 문의 요청 ※ 신청서 접수 후 처리 기한은 7일 이며, 접수순으로 처리 * 독촉 및 단순 문의 민원으로 업무처리가 지연되오니, 자제해 주시기 바람 * 단순 문의는 공고문 참고, 노약자 및 장애인께서는 세종시 민원콜센터(044-120)로 문의바람 ※ 무공해차 통합누리집 내 출고잔여대수와 실제 잔여대수는 일치하지 않음 ※ 2025년도 공고문의 서식을 사용할 경우에도 2026년도 보조금 지급 기준을 따름 ※ 보급대수는 보급여건에 따라 변동될 수 있으며, 상반기 목표대수 소진 시 또는 시비 소진 시 조기 마감될 수 있음"
경기,수원시,전기화물,본공고 1 본공고 2,*일반: 출고등록순 *우선: 출고등록순,177,0,0,9,168,181,120,13,15,33,94,62,6,7,19,83,0,0,2,149,"★ 화물차 접수마감 및 대상자 선정 마감(2026-02-19 14:10) - 취소물량 발생시, 자격부여건에 한해서 지원가능 요청 순으로 연락예정 - 2차 접수는 하반기(6월말 ~ 7월초) 예정 ★ 화물차 담당자 변경으로 아래 문의처 확인 후 연락 부탁드립니다. ○ 화물차 신청 관련해서 변경 사항이 있어, 수정 공고하였으니 반드시 확인 후 신청 (경유화물차 보유자 보조금 산정식 추가, 국/시 지급비율 조정에 따른 지원금 변경 등) ○ 문의 전, 반드시 공고문을 먼저 확인하여 주시기 바랍니다. ○ [필독] 경유화물차 보유자 관련 금액 산정 안내 - 지급신청 시 1대라도 보유하고 있을 경우, 성능보조금의 50만원 차감 - 산정방식(ex. 국비 1,000만원 + 시비 400만원인 차종을 구매하는 경우) 1) 국비 구매보조금 : 1,000만원 - 50만원(성능보조금) = 950만원 2) 시비 구매보조금 : 950만원(국비 구매보조금) * 40%(지급비율) = 380만원 3) 만약 소상공인 지원하는 경우(국비 지원액의 30% 추가 지원) : 950만원(국비 구매보조금) * 30% = 285만원 추가 지원 [2026년 상반기 전기자동차(승용,화물,승합) 보급사업] ○ 접수기간 : 2026. 2. 4.(수) 09:00 ~ 6. 30.(화) 18:00 (* 차종별 순차적 접수, 예산 소진 시 조기 마감) - [승용] 2. 4.(수) 09:00 ~ 6. 30.(화) 18:00 - [화물] 2. 11.(수) 09:00 ~ 6. 30.(화) 18:00 - [승합] 2. 19.(목) 09:00 ~ 6. 30.(화) 18:00 ○ 보급대수 : 총 2,652대(승용 2,470대 / 화물 177대 / 일반 승합 5대) (* 보급대수는 차종별 보조금 차등 지원에 따라 예산범위 내에서 변동될 수 있음.) - [승용] 2,470대(일반 2,347대, 택시 123대) - [화물] 177대(일반 168대, 택배 9대) , [승합] 5대(일반 5대, 개인 신청자에 해당) ○ 선정기준 : (승용,화물) 자동차 출고·등록순 / (승합) 지원신청서 접수순 ○ 신청대상 : 지원신청일 이전 60일 이상 수원시에 연속하여 주소를 둔 자 ○ 신청방법 : 제조·수입사에서 무공해차 통합누리집 사이트로 신청 ○ 보급차량 : 관계 법령에 의해 각종 인증을 모두 완료한 전기자동차 ○ 기타 자세한 사항은 공고문 참조 ---------------------------------------------------------------------------------------------- ※ 시스템 상 표시된 잔여대수와 실제 잔여대수는 상이함. - 사이트 내 출고대수는 지급신청을 완료한 대수임. (대상자 선정 대수가 모두 반영되지 않음.) ※ 차종별 보조금 확인방법(사이트 상단에서 해당 탭 클릭) - ‘구매 및 지원’ - ‘무공해차 구매보조금 지원’ - ‘지자체 차종별 보조금’ 참조 ※ 단순 문의 전 반드시 공고문 확인 (문의 전화 많을 경우, 처리는 지연됨.)"
경기,성남시,전기화물,본공고 1 본공고 2 본공고 3,*일반: 출고등록순 *우선: 출고등록순,143,0,0,0,143,53,36,3,6,8,25,19,2,2,2,118,0,0,0,141,"★ 성남시 전기자동차(승용, 화물) 보급사업 공고 ★ ○ 접수기간: 2026. 2. 9.(월) 10:00 ~ 2026. 12. 11.(금) 18:00 (단, 지급신청 2026. 12. 16.(수) 18:00까지) ○ 지원대수: 2,092대(승용 1,949대, 화물 143대) ○ 신청조건: 신청일 기준 성남시 거주 3개월 이상 개인, 법인 및 단체, 공공기관, 지방공기업 등 ○ 선정기준: 차량 출고등록순 ○ 지원금액 확인: 구매보조금 지급현황 - 지자체 차종별 보조금 - 성남시로 조회 ※ 본공고1:공고문 hwpx 파일, 본공고2: 공고문 pdf 파일, 본공고3: 성남시 차종별 보조금 현황 * 출고 10일 이내 차량에 한하여 신청( 지원신청시 출고증빙서류 첨부 必) * 제출서류 및 자세한 사항은 공고문 필수 확인바랍니다. --------------------------------------------- * 순차적으로 서류 검토 중에 있으며 빠른 업무처리를 위해 처리 독촉 등 전화 자제 부탁드립니다. * 차종별 금액 상이하여 잔여대수와 출고대수는 실제대수와 다름을 알려드립니다."
경기,의정부시,전기화물,본공고 1,*일반: 출고등록순 *우선: 출고등록순,80,8,0,4,68,103,74,3,10,16,63,47,2,7,7,17,0,0,0,61,- 의정부시 전기화물차 마감 * 자격부여는 대상자확정이 아닙니다. * 대상자확정은 지원가능확인서류 올려주신 순서대로 검토합니다. - 하반기 공고일: 7~8월 예상(미정)
경기,안양시,전기화물,본공고 1 본공고 2 본공고 3,*일반: 출고등록순 *우선: 출고등록순,105,0,0,5,100,66,45,9,4,8,21,15,1,2,3,84,0,0,3,97,"<<2026년 상반기 안양시 전기자동차 보급사업 안내>> ★ 전기차 보조금 신청은 여유있게 신청해주시기 바라며, 접수된 건은 업무 여건에 따라 순차적으로 검토하고 있으니 ★★★ 급하다는 사유로 독촉전화 자제 바랍니다. (모든 대리점이 급합니다) ★★★ ★ 차종별 보조금 확인방법: 무공해차통합누리집(ev.or.kr) 접속 → 구매 및 지원 → 구매보조금 지급현황 → 지자체 차종별 보조금 → 안양시 → 조회 ★ 차종별 금액이 상이하므로 누리집상 잔여대수와 실제 예산내 대상자 선정 가능대수는 일치하지 않습니다★ ○ 사업기간 : 2026. 2. 3.(화) 09:00 ~ 2026. 6. 30.(화) 18:00 ○ 보급대수 : 총 1,463대(승용 ,1350대, 화물 105대, 승합 8대) ○ 신청대상 : 신청 접수일 기준 연속하여 안양시에 30일 이상 주소를 둔 개인 또는 법인 등 ※ 공고일 이후 계약건만 신청 가능 ○ 선정방법 : 출고 및 등록 순으로 선정되며 단순 독촉 문의 등 자제부탁드립니다. ○ 접수방법 1. 신청인이 구입을 희망하는 전기차 판매점을 방문 및 상담하여 구매계약 체결 및 신청서 작성 2. 판매사에서는 2개월 이내에 전기자동차 출고 및 등록이 가능할 경우 무공해차 통합누리집(www.ev.or.kr)을 통해 시에 신청 접수 ○ 신청서류 : 공고문 참조 기타 자세한 절차 및 유의사항은 붙임 공고문을 반드시 참조하시기 바라며, 단순 독촉문의 및 차종별 보조금 문의는 자제 부탁드립니다."
경기,부천시,전기화물,본공고 1,*일반: 출고등록순 *우선: 출고등록순,40,0,0,0,40,87,60,7,6,14,34,23,1,5,5,6,0,0,0,35,"★★전기화물 접수, 대상자선정 마감★★ ★ 공고문을 꼭 확인해주시기 바라며, 공고 미숙지로 인해 발생하는 불이익은 부천시에서 책임지지 않습니다. ★ ★ 꼭 부천시 공고문에 첨부된 양식으로 신청 ★ ★ 다수의 차량이 동시에 10일 이내 출고 확정에 따른 보조금 지원가능여부 확인 요청 시, ""지원가능여부 확인 요청 순""으로 대상자 선정함(배정확정서 첨부 필수). ★ □ 사업개요 ○ 신청기간: 2026. 2. 4.(수) 9:00 ~ (예산소진 시 조기종료) ○ 보급대수: 승용 350대, 화물 40대 ※ 차종별 보조금 차등지원에 따라 보급대수는 조정될 수 있음 ※ 세부사항 공고문 참조 ※ 차종별 보조금 조회: 무공해차 통합누리집→구매 및 지원→구매보조금 지급현황→지자체 차종별 보조금"
경기,광명시,전기화물,본공고 1,*일반: 출고등록순 *우선: 출고등록순,40,11,0,4,25,48,37,2,3,6,30,25,2,1,2,10,0,0,3,23,
경기,평택시,전기화물,본공고 1,*일반: 출고등록순 *우선: 출고등록순,200,0,0,0,200,216,139,23,15,39,165,106,19,11,29,35,0,0,0,171,"★2026년 평택시 상반기 전기자동차 공고★ ★전기화물 접수, 대상자선정 마감★ ★ 경유화물차 보유자 관련 금액 산정 방법 ★ - 지급신청 시 1대라도 보유하고 있을 경우, 성능보조금의 50만원 차감(폐차 등 미이행시) - 산정방식(ex. 국비 1,000만원 + 시비 550만원인 차종을 구매하는 경우) 1) 국비 구매보조금 : 1,000만원 - 50만원(성능보조금) = 950만원 2) 시비 구매보조금 : 950만원(국비 구매보조금) * 55%(지급비율) = 523만원 3) 만약 소상공인 지원하는 경우(국비 지원액의 30% 추가 지원) : 950만원(국비 구매보조금) * 30% = 285만원 추가 지원 ㅇ 지원대수 - (승용) 1,000대, (화물) 200대, (어린이통학버스) 5대 * 차종별 보조금 지급액 상이하여(국비 추가 보조 등) 사업량 별도 공고 없이 변동됨 ㅇ 신청기간 : 2026. 2. 2.(월) ~ 예산 소진 시까지 * 예산 소진 시 조기 마감 ㅇ 선정기준 : 차량 출고 · 등록 순 ㅇ 보조금 관련 서류는 원본대조필 날인 후 시스템 첨부(우편발송 X) ** 공고문에 첨부된 양식으로 신청해 주시기 바랍니다. ** ** 자세한 내용은 공고문 참조하시기 바랍니다. ** ★자격부여 신청,대상자선정 신청까지 순차적으로 선정되니 전화문의 자제바랍니다."
경기,동두천시,전기화물,본공고 1,*일반: 출고등록순 *우선: 출고등록순,24,3,0,1,20,19,4,0,1,14,9,2,0,0,7,15,1,0,1,13,"1. 접수기간 : (상반기) 2026. 2. 4.(목) 09:00 ~ 2026. 6. 30.(화) 18:00 ※ 예산 소진 시 조기마감 2. 사 업 량 : (상반기) 총 376대 [전기승용 165대, 전기화물 24대, 승합 3대(일반2, 어린이통학1)] 3. 신청자격 : 구매지원신청서 접수일 기준 1개월 이상 연속하여 동두천시에 주소를 둔 - 개인 / 개인사업자 / 법인 / 외국인 / 기관 4. 자세한 내용은 동두천시 공고 제2026-243호 참고"
경기,안산시,전기화물,본공고 1,*일반: 출고등록순 *우선: 출고등록순,200,10,0,10,180,133,99,10,6,18,58,44,5,3,6,142,0,0,7,174,"★ 신청서를 포함한 모든 서류 원본대조필 날인 후 첨부 (원본 우편 발송 불필요) <2026년도 전기자동차 보급사업 공고> □ 사업(접수)기간 : 2026. 2. 4.(수) 09:00 ~ 2026. 12. 4.(금) 18:00 (예산 소진 시 조기 마감) □ 보급대수 : 승용 800대, 화물 200대, 승합 6대 ※ 보급대수는 차종별 보조금 차등지원 및 차종별 구매수요에 따라 변동될 수 있습니다. □ 신청대상 : 구매신청서 접수일 기준 연속하여 30일 이상 안산시에 주소를 둔 개인·개인사업자, 법인 등 □ 선정방법 : 출고·등록순에 의한 선정 ※ 반드시 공고문을 읽고 신청하여 주시기 바랍니다. ※ 차량보조금 지급액 등 단순문의는 가급적 자제해 주시기 바랍니다."
경기,고양시,전기화물,본공고 1,*일반: 출고등록순 *우선: 출고등록순,200,35,0,15,150,209,154,10,16,29,118,86,5,11,16,82,0,0,4,134,"★전기화물 접수 마감(2.27.)★ ☆하반기 사업은 7월 예정입니다☆ ★문의 전 공고문을 확인하여 주시기 바라며, 단순 문의는 자제하여 주시기 바랍니다. 전화문의 응대로 인해 자격부여 및 대상자선정이 지연됩니다. ☆차종별 보조금 확인 방법 : 무공해차 통합누리집 → 구매 및 지원 → 무공해차 구매보조금 지원 → 구매보조금 지급현황 → 지자체 차종별 보조금 ★무공해차 통합누리집 시스템상 잔여대수와 실제 지원가능 대수는 일치하지 않을 수 있습니다. ★2026년 상반기 고양시 전기자동차 보급사업 공고★ -보급대수 : 전기승용 2,500대 / 전기화물 200대 / 전기승합 10대 / 전기승합(어린이통학용) 2대 (※ 차종별 보조금 및 보급대수는 예산범위 내에서 변동될 수 있음) -접수기간 : 2026. 2. 2.(월) 09:00 ~ 2026. 06. 30.(화) 18:00 -자세한 사항은 공고문을 확인하여 주시기 바랍니다."
경기,과천시,전기화물,본공고 1,*일반: 출고등록순 *우선: 출고등록순,12,0,0,1,11,9,4,2,0,3,5,3,0,0,2,7,0,0,1,9,"※ 화물차 잔여대수 : 택배물량 1 대 (2.26. 12시 기준) <2026년 과천시 전기자동차 상반기(1차) 보급사업> ▶사업(접수)기간: 2026. 2. 4.(수) 9:00 ~ 2026. 6. 30.(화) 18:00 ▶상반기 보급대수: 승용 220대 화물 12대, 승합(버스) 2대 ▶신청대상: 지원신청일로부터 30일 이상 과천시에 주소를 둔 자 ▶선정방법: 차량 출고·등록순 ※신청서를 포함한 모든 서류 원본대조필 날인 후 첨부 (원본 우편 발송 불필요) ※자세한 사항은 공고문을 참고하시기 바랍니다. ★ 시스템상 잔여대수와 실제 예산내 가능대수는 일치하지 않습니다. ★ 차량보조금 지급액 등 단순문의는 가급적 자제해 주시기 바랍니다."
경기,구리시,전기화물,본공고 1,*일반: 출고등록순 *우선: 출고등록순,60,12,0,8,40,43,28,4,1,10,18,11,3,1,3,42,1,0,7,37,"★ 문의 전 공고문을 확인하여 주시기 바랍니다. (빠른 처리를 위해 가능한 전화문의 자제 부탁드립니다. 자격부여, 대상자선정 순차적으로 진행됨) ★ 시스템상 잔여대수와 실제 예산내 가능대수는 일치하지 않습니다. ○ 2026년 구리시 전기자동차 보급사업 1. 보급대수 : 총464대 (승용 : 340대, 화물 : 60대, 승합 4대-어린이통학용버스 1대 포함) 2. 접수기간 : 2026. 2. 2.(월) 09:00 ~ 6. 30.(화) 18:00 * 접수기간 내 예산소진 시 조기 마감될 수 있음. 3. 지원대상 : 신청일 이전 1개월 이상 구리시에 주소를 둔 만18세 이상 개인 및 개인사업자, 구리시 내 사업장이 위치한 법인 및 기관 4. 선정기준 : 출고등록순 * 신청서류 스캔하여 하나의 파일(PDF)로 제출부탁드립니다."
경기,남양주시,전기화물,본공고 1,*일반: 접수순(초과시 출고등록순) *우선: 접수순(초과시 출고등록순),230,0,0,0,230,282,209,22,14,37,185,136,13,10,26,45,0,0,0,204,"- 보급대수 : 상반기 1,214대 (승용 1,000대 / 화물 230대 / 버스(일반) 14대) ※ 차종별 보조금 변경 및 보급물량은 예산범위 내에서 변동될 수 있음 ※ 어린이 통학버스는 5월 중 공고 예정 - 사업기간 : 2026.01.26.(월) 09:00 ~ 2026.06.30.(화) 18:00 * (2026.02.13.) 화물차 30대 사업량 추가 / 전기화물차는 올해 사업량 소진 시 예산 소진입니다. ※ 우리시는 전기자동차, 수소전기차, 전기이륜차, LPG차 등 자동차 보조금을 담당자 1명이 전화부터 서류검토 및 보조금 지급까지 담당하고 있습니다. 접수 개시에 따라 접수 및 전화량이 많아 처리가 계속 지연되오니, 자동차 보조금액 등 단순문의는 공고문을 꼭 확인하여주시기 바랍니다"
경기,오산시,전기화물,본공고 1,*일반: 출고등록순 *우선: 출고등록순,60,6,0,3,51,49,28,3,7,11,45,24,3,7,11,15,0,0,0,40,"◀◀왼쪽의 잔여대수와 실 잔여대수는 다릅니다. **전기화물차 지원신청 접수 마감합니다.** **26.2.2. 변경공고 게시, ""전기화물차 구매자 중 기존 경유화물자 폐차 미이행자 구매보조금 차감액 변경""** ○ 신청접수기간 : 2026. 2. 2.(월) 10:00 ~ 2026. 6. 30.(화) 18:00 ※ 예산소진시 조기마감될 수 있음 ○ 보급 대수 - 전기승용 : 600대 (일반 510대, 우선순위 60대, 택시 30대) - 전기화물 : 60대 (일반 51대, 우선순위 6대, 택배 3대) ○ 신청방법 : 구매계약 후 신청서 작성하여 전기차 판매점 통해 신청 ○ 보조금 지원대상 차량 및 지원금액 : 무공해차 통합누리집에서 조회가능 ※ 조회방법 : 구매 및 지원 > 지자체 차종별 보조금 클릭 > 해당 지자체 조회 * 전화문의가 많아 오히려 업무처리가 지연될 수 있습니다. 서류심사 및 자격부여까지 2~3일 소요되므로 단순문의 등 독촉전화 자제 부탁드립니다. * 시스템 접수 순으로 서류검토 후 처리합니다. 접수 시 정확히 전화번호를 기재해주시면 자격부여 및 대상자 선정 문자 안내드립니다. * 추가지원대상 여부는 구매자가 반드시 확인하시고 신청바라며 보조금 지급절차 종료 이후 소급지급이 불가합니다."
경기,시흥시,전기화물,본공고 1 본공고 2,*일반: 출고등록순 *우선: 출고등록순,145,6,0,6,133,146,11,22,8,105,75,7,12,7,49,70,0,0,0,84,"★화물 모든 물량 마감되었습니다(26.2.25. 10:25), 현재 자격부여된 상태는 대상자 선정이 된것이 아니오며, 추후 취소물량이 나올 경우 지원가능확인 요청 순으로 연락드리겠습니다.★ ★★★★2026년 상반기 보급사업 (변경)공고 안내(26.2.12.)★★★★ ○ 변경사항 : 승용650대(감150대), 화물145대(증83대), ,승합2대, 어린이통학용승합3대 ○ (화물) 접수기간 : 26.2.20.(금) 09:00~ 예산소진시까지 ※현재 접수중인 물량은 위 기간과 관계없이 진행 ★★(승용)우선순위 (화물)우선순위, 택배 물량은 마감되었습니다. 일반물량으로 신청 바랍니다 일반물량으로 신청시 추가보조금(다자녀, 생애최초, 소상공인 등) 가능★★ ★차종별 보조금액이 상이하므로 공고 대수와 실제 보급 대수는 상이합니다. 시스템상 접수, 잔여대수와 실제 잔여대수는 일치하지 않습니다★ ※기타 자세한 사항은 공고문 참조바랍니다."
경기,군포시,전기화물,본공고 1 본공고 2 본공고 3,*일반: 출고등록순 *우선: 출고등록순,70,6,0,2,62,45,31,3,3,8,35,25,3,3,4,35,0,0,0,58,"※ 화물마감 ★ 전기자동차 공고(2026.1.29.)일 이후 구매계약 해야 지급 가능 ㅇ 상반기사업기간: 2026. 1. 30. (금) ~ 6. 30.(화) ㅇ 상반기지원규모: (승용) 450대 (화물) 50대 (승합) 3대 ㅇ 지원대상: 구매신청서 접수일 기준 30일 이상 군포시에 거주하고, 자동차를 최초등록하는 사용본거지가 군포시인 개인 및 법인 등 ※ 1일 2회 지원신청 및 대상자선정 : 오전10시, 오후14시 ※ 지급신청 후 원본서류 보내주지 않으셔도 됩니다. ★ 차종별 보조금, 전환지원금 공고 첨부3 파일 확인 바람 ★ 경유화물차를 보유한 전기화물차 구매자 중 폐차 미이행자는 성능보조금 50만원 차감 (지급신청시까지 폐차, 수출말소, 판매 시 차감하지않음. 이 경우 지급신청 시 증빙서류 첨부) ※ 경유화물차 미보유자는 상기 규정 해당 없음 ★ 전환지원금 - 지원 신청 시 기존 내연기관차 자동차등록원부(갑부) 제출 : 보유 3년 확인 위함 - 개인 ○, 개인사업자,법인 X - 판매 시 부부/부모자식간 증여는 불가 - 폐차 및 판매 확인 : 지급신청시까지 폐차 및 판매 증빙서류 제출 - 2026.1.1. 이후 폐차 및 판매건부터 전환지원금 대상(수출말소건도 가능) - 공동명의로 소유한 내연차에 대해 최초 1번 전환지원금 지원(대표, 부대표 관계없음) → 이 경우, 전기자동차 구매자가 3년 이상 보유 해야함 - 전환지원금 보조금 신청 및 지급 절차 끝나고 별도로 신청 및 지급 불가 - 지원신청시점에 기존 내연기관차 3년 보유 해야함 - 신규 택배의 경우 지급신청일까지 운송사업예비허가증 첨부 해주시고, 추후 운송사업허가증 나오면 첨부. 운송사업 허가증 확인 후 보조금 지급 가능."
경기,의왕시,전기화물,본공고 1,*일반: 출고등록순 *우선: 출고등록순,50,2,0,6,42,33,27,0,0,6,12,10,0,0,2,38,0,0,6,40,"★ <2026년 전기자동차(승용, 화물) 민간 보급사업>★ ○ 지원대수 - 전기승용 300대(일반 280대, 우선순위 10대, 전기택시 10대) - 전기화물 50대(일반 40대, 우선순위 2대, 택배 6대, 중소기업생산제품 2대) ○ 지원대수제한: 개인, 개인사업자 1인당 1대, 법인 1대 ○ 선정기준: 출고등록순 ○ 공고일: 2026. 2. 5.(목) ○ 신청기간: 2026. 2. 9.(월) 10:00부터 ~ 2026. 6. 30. (화) 18:00(*예산 소진시 조기마감 가능) ○ 보조금 관련 서류는 시스템에 첨부(우편발송X)"
경기,하남시,전기화물,본공고 1,*일반: 출고등록순 *우선: 출고등록순,80,6,0,0,74,49,21,8,4,16,17,8,4,2,3,63,0,0,0,71,"※ 화물 잔여대수 39대(2.27. 15:30 기준) ★ 화물 우선순위 마감되었습니다. 일반으로 신청바랍니다. ★ 접수된 순서대로 신속히 검토 중입니다. 유선 문의가 많을 경우 처리가 지연될 수 있으니 양해&협조 부탁드립니다. ★ 모든 사본 자료, 원본대조필 날인바랍니다. [2026년 상반기 전기자동차 보급사업] ○ 접수기간 : 2026. 2. 6.(금) 09:00 ~ 6. 30.(화) 18:00 ○ 보급대수 - 승용 630대(일반 580대, 우선순위 50대) - 화물 80대(일반 74대, 우선순위 6대) - 승합 2대(개인) - 승합(어린이) 1대 * 실제 보급대수는 차종별 보조금 차등 지원에 따라 예산범위 내에서 변동될 수 있음 ○ 선정기준 : 출고·등록순 ○ 신청대상 : 지원신청서 접수일 기준 연속 3개월 이상 하남시에 주소를 둔 자 ○ 신청방법 : 무공해차 통합누리집 사이트로 신청 ○ 기타 자세한 사항은 공고문 참조 ※ 제출 서류 우편 송부 불요 ※ 차종별 보조금 확인 방법 : 무공해차 통합누리집 → 구매 및 지원 → 무공해차 구매보조금 지원 → 구매보조금 지급현황 → 지자체 차종별 보조금"
경기,용인시,전기화물,본공고 1,*일반: 출고등록순 *우선: 출고등록순,150,15,0,8,127,189,137,9,12,31,130,94,5,9,22,20,0,0,0,105,"★ 상반기 전기화물차 예산소진으로 조기마감되었습니다. 하반기 사업은 7월초에 시작될 예정입니다.★ ■ 2026년 상반기 전기자동차( 보급사업 공고 ■ 1. 신청기간 : 2026. 2. 2.(월) 9:00 ~ 2026. 6. 30.(화) 18:00 (예산소진시 조기마감) ※ 상반기 신청 건 중 대상자 미선정 건은 하반기 물량으로 연계되지 않으므로 취소 후 재신청 필요 2. 보급대수: 총 2,156대 ○ 승용 2,000대 (일반 1,740개, 우선순위 200대, 택시 60대) ○ 화물 150대 (일반 127대, 우선순위 15대, 택배 8대) ○ 승합 6대(개인승합 3대, 어린이통학버스 3대) ※ 지원 차종 및 국비 추가 지원 등 예산소진 현황에 따라 총 보급물량은 변동 가능 3. 지원금액: 차종별 구매보조금 차등 지급 4. 신청대상 및 자격조건 ○ 신청일 기준 90일 전부터 연속하여 용인시에 주소를 둔 만 18세 이상 개인 ○ 용인시 내 위치한 법인, 단체 및 기관 등 5. 선정기준 : 출고·등록순 ※ 반드시 공고문 확인하시고 신청하시기 바랍니다. ※ 사업개시 후 신청 폭주로 전화응대가 어려울 수 있습니다. 독촉여부와 상관없이 접수된 순서대로 공정하게 처리하오니 단순 확인. 독촉 전화 등은 삼가주시기 바랍니다. 신청 당일 처리가 불가할 수 있으니 출고일 확인 후 미리 신청해주시기 바랍니다."
